index,DATE,TEAM,OPPONENT,TIME IN,TIME OUT,TOTAL_TIME,SCORE IN,SCORE OUT,+/-,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,POSS,FGM,FGA,2ptFGM,2ptFGA,3ptFGM,3ptFGA,FTM,FTA,AST,TO,OREB,DREB,STL,BLK,FOULS,Opp_POSS.,Opp_FGM,Opp_FGA,Opp_2ptFGM,Opp_2ptFGA,Opp_3ptFGM,Opp_3ptFGA,Opp_FTM,Opp_FTA,Opp_AST,Opp_TO,Opp_OREB,Opp_DREB,Opp_STL,Opp_BLK,Opp_FOULS
16,12/01/18,DAVIDSON,UNCW,15:19,14:53,26,47-45,47-47,-2,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,KOVACEVIC.DUSAN,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.44,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1
17,12/01/18,DAVIDSON,UNCW,14:53,13:14,99,47-47,49-48,1,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,2.0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1.88,0,5,0,4,0,1,1,2,0,0,4,1,0,0,0
18,12/01/18,DAVIDSON,UNCW,13:14,12:38,36,49-48,52-51,0,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,KOVACEVIC.DUSAN,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
19,12/01/18,DAVIDSON,UNCW,12:38,09:19,199,52-51,56-62,-7,COLLINS.CARTER,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,5.44,2,4,2,3,0,1,0,1,0,1,0,1,1,0,1,6.879999999999999,4,7,2,3,2,4,1,2,2,1,2,3,0,0,1
20,12/01/18,DAVIDSON,UNCW,09:19,08:41,38,56-62,58-62,2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2
21,12/01/18,DAVIDSON,UNCW,08:41,07:36,65,58-62,60-64,0,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
22,12/01/18,DAVIDSON,UNCW,07:36,05:49,107,60-64,67-67,4,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,3.0,3,3,2,2,1,1,0,0,1,0,0,0,0,0,1,2.88,1,1,1,1,0,0,1,2,0,1,0,0,0,0,1
23,12/01/18,DAVIDSON,UNCW,05:49,02:11,218,67-67,80-75,5,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.76,4,6,2,3,2,3,3,4,3,0,2,2,0,1,0,5.0,3,6,1,3,2,3,0,0,2,0,1,0,0,0,2
24,12/01/18,DAVIDSON,UNCW,02:11,01:30,41,80-75,82-78,-1,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,2.0,1,3,0,2,1,1,0,0,1,0,1,0,0,0,1
25,12/01/18,DAVIDSON,UNCW,01:30,00:33,57,82-78,87-81,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.88,1,2,0,0,1,2,2,2,1,0,1,0,0,0,0,1.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
26,12/01/18,DAVIDSON,UNCW,00:33,00:26,7,87-81,87-82,-1,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
27,12/01/18,DAVIDSON,UNCW,00:26,00:00,26,87-82,91-85,1,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,2.64,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1,2.44,1,2,1,2,0,0,1,1,0,1,1,1,0,0,3
0,12/04/18,DAVIDSON,WINTHROP,20:00,16:58,182,0-0,7-8,-1,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,6.0,3,6,2,2,1,4,0,0,2,0,0,3,0,0,2,6.32,2,5,0,0,2,5,2,3,2,1,1,3,0,0,1
1,12/04/18,DAVIDSON,WINTHROP,16:58,15:37,81,7-8,12-13,0,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,3.44,2,3,2,2,0,1,1,1,0,0,0,0,0,0,0,2.0,2,2,1,1,1,1,0,0,1,0,0,1,0,0,1
2,12/04/18,DAVIDSON,WINTHROP,15:37,14:10,87,12-13,15-18,-2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,3.0,1,3,0,1,1,2,0,0,1,1,1,1,0,0,0,3.0,2,3,1,2,1,1,0,0,2,0,0,1,0,0,0
3,12/04/18,DAVIDSON,WINTHROP,14:10,13:47,23,15-18,15-18,0,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,12/04/18,DAVIDSON,WINTHROP,13:47,11:19,148,15-18,17-23,-3,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,5.0,1,5,1,5,0,0,0,0,1,0,0,2,0,0,0,4.0,2,4,1,2,1,2,0,0,1,0,0,4,0,0,1
6,12/04/18,DAVIDSON,WINTHROP,09:41,07:57,104,24-23,31-30,0,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,4.88,2,4,1,1,1,3,2,2,2,0,0,0,1,0,1,4.0,3,3,2,2,1,1,0,0,2,1,0,2,0,0,1
7,12/04/18,DAVIDSON,WINTHROP,07:57,07:01,56,31-30,33-30,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.88,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2
8,12/04/18,DAVIDSON,WINTHROP,07:01,05:18,103,33-30,36-36,-3,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.88,1,3,1,2,0,1,1,2,1,0,1,0,0,0,1,2.0,2,2,0,0,2,2,0,0,1,0,0,2,0,0,2
9,12/04/18,DAVIDSON,WINTHROP,05:18,04:51,27,36-36,38-36,2,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10,12/04/18,DAVIDSON,WINTHROP,04:51,03:53,58,38-36,40-36,2,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,1.88,0,1,0,1,0,0,2,2,0,0,0,2,0,0,1,2.0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1
11,12/04/18,DAVIDSON,WINTHROP,03:53,02:50,63,40-36,42-38,0,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,1.88,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,2.0,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1
12,12/04/18,DAVIDSON,WINTHROP,02:50,01:11,99,42-38,48-43,1,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.0,2,4,0,0,2,4,0,0,2,0,0,1,0,1,1,4.0,2,3,1,2,1,1,0,0,2,1,0,2,0,0,0
13,12/04/18,DAVIDSON,WINTHROP,01:11,00:16,55,48-43,51-45,1,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1.88,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0
14,12/04/18,DAVIDSON,WINTHROP,00:16,00:00,16,51-45,51-45,0,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,12/04/18,DAVIDSON,WINTHROP,20:00,16:43,197,51-45,58-50,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,7.44,3,5,2,3,1,2,0,1,1,2,0,3,1,0,2,7.0,2,6,1,3,1,3,0,0,1,2,1,3,1,0,2
16,12/04/18,DAVIDSON,WINTHROP,16:43,16:12,31,58-50,58-50,0,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,12/04/18,DAVIDSON,WINTHROP,16:12,15:41,31,58-50,58-50,0,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
19,12/04/18,DAVIDSON,WINTHROP,15:09,13:24,105,60-52,67-52,7,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,3.0,3,3,2,2,1,1,0,0,2,0,0,1,1,0,1,3.0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1
20,12/04/18,DAVIDSON,WINTHROP,13:24,12:15,69,67-52,70-58,-3,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,2.0,1,2,0,1,1,1,0,0,1,0,0,1,0,0,1,3.3200000000000003,1,2,0,1,1,1,3,3,1,0,0,1,0,0,0
21,12/04/18,DAVIDSON,WINTHROP,12:15,11:59,16,70-58,70-62,-4,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.88,1,1,1,1,0,0,2,2,0,0,0,0,1,0,0
22,12/04/18,DAVIDSON,WINTHROP,11:59,10:06,113,70-62,77-64,5,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,4.0,3,4,2,3,1,1,0,0,0,0,0,1,1,0,0,4.0,1,2,1,1,0,1,0,0,0,2,0,1,0,0,2
23,12/04/18,DAVIDSON,WINTHROP,10:06,07:27,159,77-64,84-71,0,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,4.88,2,4,1,1,1,3,2,2,2,0,0,2,0,0,1,4.88,2,4,1,2,1,2,2,2,1,0,0,2,0,0,1
24,12/04/18,DAVIDSON,WINTHROP,07:27,06:22,65,84-71,87-75,-1,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2.88,1,2,1,1,0,1,2,2,1,0,0,0,1,0,0
25,12/04/18,DAVIDSON,WINTHROP,06:22,05:16,66,87-75,87-75,0,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,12/04/18,DAVIDSON,WINTHROP,05:16,03:23,113,87-75,91-78,1,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,4.0,2,4,2,2,0,2,0,0,1,0,0,2,1,0,2,4.76,0,2,0,0,0,2,3,4,0,1,0,2,0,0,0
27,12/04/18,DAVIDSON,WINTHROP,03:23,01:12,131,91-78,97-81,3,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.0,3,5,3,5,0,0,0,0,0,2,2,1,1,0,2,4.76,0,1,0,0,0,1,3,4,0,2,0,0,1,0,0
28,12/04/18,DAVIDSON,WINTHROP,01:12,00:00,72,97-81,99-81,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,FREUNDLICH.CAL,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.0,1,3,1,3,0,0,0,0,0,0,2,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,01/05/19,DAVIDSON,DUQUESNE,20:00,15:53,247,0-0,8-4,4,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,6.0,3,6,1,1,2,5,0,0,2,0,0,2,1,1,2,6.0,2,6,2,5,0,1,0,0,0,2,2,3,0,0,0
1,01/05/19,DAVIDSON,DUQUESNE,15:53,14:26,87,8-4,8-9,-5,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2,2,1,1,1,1,0,0,1,0,0,0,0,0,1
2,01/05/19,DAVIDSON,DUQUESNE,14:26,12:31,115,8-9,13-13,1,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.44,2,4,2,2,0,2,1,1,0,2,2,1,0,0,0,3.0,2,3,2,2,0,1,0,0,1,0,0,0,1,0,3
4,01/05/19,DAVIDSON,DUQUESNE,10:34,07:55,159,15-15,21-19,2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.0,3,3,3,3,0,0,0,0,0,1,0,2,0,0,1,4.0,2,4,2,2,0,2,0,0,0,0,0,0,0,0,0
5,01/05/19,DAVIDSON,DUQUESNE,07:55,06:25,90,21-19,28-27,-1,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,2.88,2,2,1,1,1,1,2,2,2,0,0,0,0,0,0,3.0,3,3,1,1,2,2,0,0,2,0,0,0,0,0,1
6,01/05/19,DAVIDSON,DUQUESNE,06:25,05:11,74,28-27,30-29,0,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,1.88,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,3.0,1,3,1,2,0,1,0,0,0,1,1,1,0,0,1
7,01/05/19,DAVIDSON,DUQUESNE,05:11,04:04,67,30-29,32-31,0,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,WYNTER.MALCOLM,2.0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1
8,01/05/19,DAVIDSON,DUQUESNE,04:04,01:51,133,32-31,38-38,-1,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,WYNTER.MALCOLM,5.44,2,4,1,1,1,3,1,1,1,1,0,1,0,0,0,4.0,3,4,2,3,1,1,0,0,1,0,0,2,1,0,1
9,01/05/19,DAVIDSON,DUQUESNE,01:51,00:00,111,38-38,41-39,2,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.88,1,2,0,1,1,1,0,2,0,0,1,1,0,0,2,1.88,0,1,0,1,0,0,1,2,0,0,0,1,0,1,1
10,01/05/19,DAVIDSON,DUQUESNE,20:00,15:24,276,41-39,46-49,-5,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,8.0,2,7,1,2,1,5,0,0,2,2,1,3,0,1,1,8.88,4,10,4,8,0,2,2,2,0,1,3,4,2,0,1
16,01/05/19,DAVIDSON,DUQUESNE,12:35,08:59,216,48-51,56-51,8,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,5.44,3,4,2,3,1,1,1,1,3,1,0,1,2,0,1,5.0,0,3,0,1,0,2,0,0,0,4,2,1,0,1,1
17,01/05/19,DAVIDSON,DUQUESNE,08:59,07:20,99,56-51,56-54,-3,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2.44,1,2,1,2,0,0,1,1,1,0,0,1,0,0,0
18,01/05/19,DAVIDSON,DUQUESNE,07:20,05:05,135,56-54,58-59,-3,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,4.0,1,4,1,2,0,2,0,0,1,0,0,2,0,0,1,4.0,2,5,1,1,1,4,0,0,0,0,1,3,0,0,0
19,01/05/19,DAVIDSON,DUQUESNE,05:05,04:27,38,58-59,58-59,0,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,01/05/19,DAVIDSON,DUQUESNE,04:27,03:28,59,58-59,58-59,0,COLLINS.CARTER,EKWU.NATHAN,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.88,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2.0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2
21,01/05/19,DAVIDSON,DUQUESNE,03:28,01:36,112,58-59,63-61,3,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,3.0,2,3,1,2,1,1,0,0,1,1,1,0,0,0,0,2.0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1
22,01/05/19,DAVIDSON,DUQUESNE,01:36,01:07,29,63-61,63-61,0,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,0.44,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.44,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,01/09/19,DAVIDSON,GEORGE MASON,20:00,18:32,88,0-0,0-2,-2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,3.0,0,4,0,1,0,3,0,0,0,0,1,1,0,0,2,1.88,0,2,0,1,0,1,2,2,0,0,1,3,0,0,0
1,01/09/19,DAVIDSON,GEORGE MASON,18:32,14:37,235,0-2,6-2,6,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,7.0,3,7,3,7,0,0,0,0,1,0,0,4,2,0,0,7.0,0,4,0,3,0,1,0,0,0,3,0,4,0,0,1
2,01/09/19,DAVIDSON,GEORGE MASON,14:37,12:05,152,6-2,8-6,-2,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,3.0,1,3,1,2,0,1,0,0,1,0,0,1,0,0,0,3.0,2,4,2,3,0,1,0,0,1,0,1,2,0,1,1
3,01/09/19,DAVIDSON,GEORGE MASON,12:05,09:22,163,8-6,10-10,-2,COLLINS.CARTER,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,JONES.BATES,4.0,1,4,1,2,0,2,0,0,0,1,1,2,0,0,1,4.0,2,4,2,2,0,2,0,0,2,0,0,2,0,0,0
4,01/09/19,DAVIDSON,GEORGE MASON,09:22,08:20,62,10-10,10-12,-2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.88,0,2,0,0,0,2,2,2,0,0,1,0,1,0,0
6,01/09/19,DAVIDSON,GEORGE MASON,06:36,03:53,163,13-14,20-16,5,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,5.44,3,5,3,4,0,1,1,1,0,0,0,1,2,0,0,4.0,1,2,1,2,0,0,0,0,1,2,0,2,0,0,1
7,01/09/19,DAVIDSON,GEORGE MASON,03:53,00:00,233,20-16,23-17,2,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,7.0,1,5,0,0,1,5,0,0,1,2,0,5,1,0,4,6.88,0,4,0,3,0,1,1,2,0,2,0,4,1,0,4
8,01/09/19,DAVIDSON,GEORGE MASON,20:00,15:45,255,23-17,36-23,7,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,7.880000000000001,5,10,3,5,2,5,1,2,3,0,3,3,2,1,1,9.0,3,9,3,7,0,2,0,0,1,3,3,3,0,2,3
10,01/09/19,DAVIDSON,GEORGE MASON,14:01,13:39,22,42-27,42-29,-2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.88,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
11,01/09/19,DAVIDSON,GEORGE MASON,13:39,12:47,52,42-29,44-29,2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,2.0,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
13,01/09/19,DAVIDSON,GEORGE MASON,11:45,07:31,254,44-34,48-47,-9,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,7.199999999999998,1,5,1,2,0,3,2,5,1,1,1,2,0,0,2,7.76,5,7,5,6,0,1,3,4,2,0,1,5,1,0,3
14,01/09/19,DAVIDSON,GEORGE MASON,07:31,05:57,94,48-47,50-47,2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,2.88,0,2,0,1,0,1,2,2,0,0,0,2,0,0,0,3.0,0,2,0,1,0,1,0,0,0,1,0,2,0,1,1
16,01/09/19,DAVIDSON,GEORGE MASON,04:14,03:34,40,52-47,52-49,-2,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
17,01/09/19,DAVIDSON,GEORGE MASON,03:34,02:35,59,52-49,52-49,0,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.44,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
18,01/09/19,DAVIDSON,GEORGE MASON,02:35,00:34,121,52-49,56-51,2,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,3.0,2,4,2,2,0,2,0,0,0,0,1,1,0,0,2,1.76,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0
19,01/09/19,DAVIDSON,GEORGE MASON,00:34,00:13,21,56-51,58-56,-3,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,0.88,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1.88,1,1,0,0,1,1,2,2,1,0,0,0,0,0,1
20,01/09/19,DAVIDSON,GEORGE MASON,00:13,00:01,12,58-56,61-56,3,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.76,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
21,01/09/19,DAVIDSON,GEORGE MASON,00:01,00:00,1,61-56,61-56,0,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,01/12/19,DAVIDSON,VCU,20:00,17:38,142,0-0,2-4,-2,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,5.0,1,4,1,4,0,0,0,0,0,1,0,1,1,0,2,3.88,1,3,0,1,1,2,1,2,1,1,1,3,1,1,0
1,01/12/19,DAVIDSON,VCU,17:38,13:46,232,2-4,4-4,2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,6.0,1,3,1,2,0,1,0,0,0,3,0,7,0,1,1,7.0,0,7,0,4,0,3,0,0,0,0,0,2,2,0,3
